41;2;1;360
2;33;1;360
33;10;1;360
10;1;1;360
1;11;1;360
11;31;1;360
31;14;1;360
14;40;1;360
40;40;1;360
40;9;2;360
9;40;2;360
40;7;1;360
7;25;1;360
25;27;1;360
27;29;1;360
13;41;1;360
29;13;1;360
41;3;1;397
3;16;1;397
16;5;1;397
5;15;1;397
15;18;1;397
18;37;1;397
37;12;1;397
12;30;2;397
30;12;2;397
12;22;1;397
22;17;1;397
17;21;1;397
21;23;1;397
36;41;1;397
23;36;1;397
41;41;1;8894
41;19;2;8894
19;41;2;8894
41;35;1;8894
35;24;1;8894
24;38;1;8894
38;32;1;8894
32;26;1;8894
26;28;1;8894
28;39;1;8894
39;6;1;8894
6;8;1;8894
8;20;1;8894
20;34;1;8894
4;41;1;8894
34;4;1;8894
