51;3;1;141
3;43;2;141
43;28;2;141
28;3;2;141
3;37;1;141
37;22;1;141
22;17;1;141
17;7;1;141
7;29;1;141
29;20;1;141
20;2;1;141
2;2;1;141
2;6;2;141
6;2;2;141
42;51;1;141
2;42;1;141
51;4;1;655
4;41;1;655
41;27;1;655
27;11;1;655
11;25;1;655
25;44;1;655
44;45;1;655
45;40;1;655
40;40;1;655
40;10;2;655
10;36;2;655
36;40;2;655
40;16;1;655
16;34;1;655
12;51;1;655
34;12;1;655
51;46;1;2676
46;39;1;2676
39;50;1;2676
50;23;1;2676
23;38;1;2676
38;1;1;2676
1;30;1;2676
30;18;1;2676
18;18;1;2676
18;24;2;2676
24;47;2;2676
47;18;2;2676
18;19;1;2676
19;9;1;2676
35;51;1;2676
9;35;1;2676
51;31;1;9190
31;26;1;9190
26;32;1;9190
32;49;1;9190
49;8;1;9190
8;8;1;9190
8;15;2;9190
15;21;2;9190
21;14;2;9190
14;33;2;9190
33;8;2;9190
8;5;1;9190
5;13;1;9190
48;51;1;9190
13;48;1;9190
