41;41;1;4560
41;37;2;4560
37;41;2;4560
41;29;1;4560
29;18;1;4560
18;41;1;4560
18;18;1;4560
18;20;2;4560
20;14;2;4560
14;4;2;4560
4;18;2;4560
41;31;1;5831
31;38;1;5831
38;1;1;5831
1;36;1;5831
36;36;1;5831
36;33;2;5831
33;36;2;5831
36;21;1;5831
21;21;1;5831
21;7;2;5831
7;32;2;5831
32;21;2;5831
21;26;1;5831
26;22;1;5831
34;41;1;5831
22;34;1;5831
41;28;1;7476
28;12;1;7476
12;8;1;7476
8;23;1;7476
23;3;1;7476
3;15;1;7476
15;39;1;7476
39;25;1;7476
25;5;1;7476
5;19;1;7476
19;24;1;7476
24;41;1;7476
24;24;1;7476
24;30;2;7476
30;24;2;7476
41;2;1;7677
2;11;2;7677
11;2;2;7677
2;27;1;7677
27;35;1;7677
35;35;1;7677
35;9;2;7677
9;40;2;7677
40;35;2;7677
35;6;1;7677
6;16;1;7677
16;13;1;7677
13;10;1;7677
17;41;1;7677
10;17;1;7677
