51;22;1;3827
22;50;1;3827
50;4;1;3827
4;46;2;3827
46;4;2;3827
4;36;1;3827
36;36;1;3827
36;29;2;3827
29;36;2;3827
36;43;1;3827
43;37;1;3827
37;19;1;3827
19;33;1;3827
33;42;1;3827
42;6;1;3827
3;51;1;3827
6;3;1;3827
51;15;1;6296
15;1;1;6296
1;24;1;6296
24;41;1;6296
41;41;1;6296
41;8;2;6296
8;41;2;6296
41;5;1;6296
5;13;1;6296
13;38;1;6296
38;32;1;6296
32;14;1;6296
14;40;1;6296
40;7;1;6296
7;51;1;6296
7;7;1;6296
7;20;2;6296
20;7;2;6296
51;16;1;6807
16;34;1;6807
34;12;1;6807
12;39;1;6807
39;23;2;6807
23;39;2;6807
39;35;1;6807
35;21;1;6807
21;21;1;6807
21;49;2;6807
49;10;2;6807
10;44;2;6807
44;21;2;6807
21;30;1;6807
27;51;1;6807
30;27;1;6807
51;45;1;8997
45;9;1;8997
9;48;1;8997
48;18;1;8997
18;28;1;8997
28;31;1;8997
31;26;1;8997
26;25;1;8997
25;47;1;8997
47;17;1;8997
17;51;1;8997
17;17;1;8997
17;2;2;8997
2;11;2;8997
11;17;2;8997
