41;3;1;272
3;2;1;272
2;31;1;272
31;17;1;272
17;10;1;272
10;16;1;272
16;23;1;272
23;1;1;272
1;21;1;272
21;8;1;272
8;8;1;272
8;5;2;272
5;8;2;272
8;20;1;272
20;26;1;272
19;41;1;272
26;19;1;272
41;40;1;3784
40;35;2;3784
35;40;2;3784
40;15;1;3784
15;34;1;3784
34;11;1;3784
11;29;1;3784
29;39;1;3784
39;9;1;3784
9;13;1;3784
13;12;1;3784
12;4;1;3784
4;6;1;3784
24;41;1;3784
6;24;1;3784
41;37;1;5825
37;14;1;5825
14;27;1;5825
27;33;1;5825
33;32;1;5825
32;7;1;5825
7;36;1;5825
36;30;1;5825
30;25;1;5825
25;28;1;5825
28;38;1;5825
38;22;1;5825
18;41;1;5825
22;18;1;5825
