51;28;1;428
28;32;2;428
32;23;2;428
23;28;2;428
28;15;1;428
15;38;1;428
38;13;1;428
13;16;1;428
16;46;1;428
46;20;1;428
20;29;1;428
29;44;1;428
4;51;1;428
44;4;1;428
51;22;1;6456
22;42;1;6456
42;42;1;6456
42;30;2;6456
30;47;2;6456
47;42;2;6456
42;9;1;6456
9;27;1;6456
27;6;1;6456
6;50;1;6456
50;1;1;6456
1;1;1;6456
1;36;2;6456
36;1;2;6456
1;21;1;6456
40;51;1;6456
21;40;1;6456
40;11;2;6456
11;40;2;6456
51;31;1;6997
31;18;1;6997
18;8;1;6997
8;49;1;6997
49;12;1;6997
12;37;1;6997
37;19;1;6997
19;25;1;6997
25;25;1;6997
25;41;2;6997
41;2;2;6997
2;39;2;6997
39;14;2;6997
14;25;2;6997
5;51;1;6997
25;5;1;6997
51;24;1;8559
24;3;2;8559
3;24;2;8559
24;26;1;8559
26;34;1;8559
34;10;1;8559
10;17;1;8559
17;35;1;8559
35;43;1;8559
43;48;1;8559
48;7;1;8559
7;51;1;8559
7;7;1;8559
7;45;2;8559
45;33;2;8559
33;7;2;8559
