31;31;1;1032
31;15;2;1032
15;31;2;1032
31;3;1;1032
3;27;1;1032
27;27;1;1032
27;21;2;1032
21;27;2;1032
27;28;1;1032
28;10;1;1032
10;9;1;1032
9;29;2;1032
29;9;2;1032
14;31;1;1032
9;14;1;1032
31;8;1;3515
8;20;1;3515
20;4;1;3515
4;4;1;3515
4;30;2;3515
30;1;2;3515
1;4;2;3515
4;12;1;3515
12;18;1;3515
18;16;1;3515
16;25;2;3515
25;16;2;3515
16;31;1;3515
16;16;1;3515
16;11;2;3515
11;16;2;3515
31;23;1;6063
23;19;1;6063
19;6;1;6063
6;26;1;6063
26;5;1;6063
5;2;2;6063
2;5;2;6063
5;17;1;6063
17;24;1;6063
24;7;2;6063
7;13;2;6063
13;24;2;6063
22;31;1;6063
24;22;1;6063
