41;28;1;3377
28;38;1;3377
38;22;1;3377
22;5;1;3377
5;31;1;3377
31;1;1;3377
1;37;1;3377
37;37;1;3377
37;26;2;3377
26;37;2;3377
37;39;1;3377
39;19;1;3377
19;33;1;3377
33;16;1;3377
23;41;1;3377
16;23;1;3377
41;2;1;7228
2;18;2;7228
18;2;2;7228
2;35;1;7228
35;21;1;7228
21;25;1;7228
25;10;1;7228
10;13;1;7228
13;11;1;7228
11;14;1;7228
14;30;1;7228
30;24;1;7228
24;12;1;7228
12;40;1;7228
27;41;1;7228
40;27;1;7228
41;8;1;9163
8;17;1;9163
17;7;1;9163
7;9;1;9163
9;34;1;9163
34;6;1;9163
6;36;1;9163
36;15;1;9163
15;29;1;9163
29;32;1;9163
32;3;1;9163
3;20;1;9163
4;41;1;9163
20;4;1;9163
