51;20;1;622
20;3;1;622
3;32;1;622
32;29;1;622
29;15;1;622
15;43;1;622
43;36;1;622
36;6;1;622
6;34;1;622
34;16;1;622
16;9;1;622
9;9;1;622
9;7;2;622
7;9;2;622
17;51;1;622
9;17;1;622
51;23;1;1705
23;49;1;1705
49;49;1;1705
49;33;2;1705
33;50;2;1705
50;19;2;1705
19;39;2;1705
39;49;2;1705
49;1;1;1705
1;26;1;1705
26;37;1;1705
37;5;1;1705
5;31;1;1705
31;44;1;1705
42;51;1;1705
44;42;1;1705
51;51;1;5581
51;27;2;5581
27;51;2;5581
51;28;1;5581
28;38;1;5581
38;22;2;5581
22;38;2;5581
38;12;1;5581
12;24;1;5581
24;14;1;5581
14;11;1;5581
11;30;1;5581
30;13;1;5581
13;10;1;5581
25;51;1;5581
10;25;1;5581
51;2;1;9953
2;8;2;9953
8;2;2;9953
2;18;1;9953
18;47;1;9953
47;4;1;9953
4;46;1;9953
46;45;1;9953
45;35;1;9953
35;51;1;9953
35;35;1;9953
35;48;2;9953
48;40;2;9953
40;21;2;9953
21;41;2;9953
41;35;2;9953
